Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2023-11-23,Batman: Mask of the Phantasm,1993,https://boxd.it/5cMXUr,3.5,,,2023-11-23
2024-07-02,A Man Amidst Bees,2015,https://boxd.it/6MGZjH,4,Yes,,2024-07-01
2024-07-16,Lisbela and the Prisoner,2003,https://boxd.it/6SSfSz,1.5,,,2024-07-15
