Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2024-07-15,Green Book,2018,https://boxd.it/6SyQ8X,3.5,,"apesar da produção ser fraca, direcao bem qualquer coisa e ser um filme de white savior, ele conta uma história interessante",,2024-07-14
2024-07-15,The Fall Guy,2024,https://boxd.it/6SIBnN,4.5,,"- o clima de comédia no filme é massa, o ryan gosling é versatil demaiS com ação e comédia 
- claramente da pra ver que a mulher é ressentida mas quer voltar com ele e TODO MUNDO do estúdio percebe, mas esse fdp ainda acha que ela não quer ele lá 
- um jumwbto desses pqp vai se encontrar com um TRAFICANTE de drogas punk e bebe da bebida que o cara oferece vai ser ingenuo no inferno
- nas cenas de luta a identidade visual do filme é linda pra caralho, mesmo algumas sendo zuadas (sepa de propósito)
- muito lindo como esse filme é uma declaração de amor ao cinema (americano) de anos 90/80
- o uso de deepfake pra sustentar um crime talvez não agora, mas é uma ideia interessante pra daqui a um tempo e acho que o filme usa essa ideia muito bem
- podiam ter usado mais a emily blunt com cenas de luta, só no finalzin que ela tem uma briga curtinha

porra, esse filme é top d linha. ele pode ser simples e com uns momentos que nao agradem todo mundo, mas ele é extremamente divertido e eu só consigo imaginar o quao a glr se divertiu fazendo ele. ryan gosling ta massa demais, emily blunt ta massa tb

no metade do filme achei paia eles usarem uma versao genérica de i was made for loving you, até que no final eles usaram a versão original do Kiss e ficou bom d+ btl

tem romance, ação e comédia na medida certa, e o filme não se leva a serio, o que cai como uma luva pra aumentar a qualidade dele. facilmente um dos melhores de 2024",,2024-07-15
2024-07-16,Lisbela and the Prisoner,2003,https://boxd.it/6SWiMn,1.5,,"namoral quem deu mais de 2 estrela assistiu esse filme com o CU não é possível

a única coisa que salva no filme é o caetano veloso los hermanos",,2024-07-15
2024-07-16,The Witch,2015,https://boxd.it/6T9XTP,4,,bode filho da puta,,2024-07-16
2024-07-17,Moonrise Kingdom,2012,https://boxd.it/6Tq0ab,5,,"esse filme é muito foda, e ele ter uma cena problemática não exclui a beleza desse filme, apesar de ser um pouco desconfortável de assistir

gosto dos filmes dos wes anderson pela identidade visual, esse em específico não é tão colorido quanto outros, as cores são bem menos saturadas, mas isso nao me incomoda de forma alguma. existe uma certa mistura de elementos reais com umas coisas meio stop-motion (igual as bolinhas sendo marcadas no mapa) e cenas de silhuetas (que também tem em grande hotel Budapeste).

acho que os problemas nesse filme são mais no roteiro mesmo. pra mim faria muito mais sentido se o escoteiro chefe adotasse o pvt ao invés do policial. a relação entre eles foi trabalhada em uma cena só, não tem como fazer nois crer que eles tinham um laço afetivo. parece até que não era a ideia inicial, e no fim do filme mudaram isso aí. alem disso, é muito paia o cachorrinho ter morrido de graça 🤙

apesar dos problemas, mesmo com a cena das criança na ilha, foi uma boa ideia escolher crianças ao invés de adultos pra essa trama. ela também funcionaria se fossem todos adultos, já que o filme é meio ""crianças interpretando adultos"", mas existem umas cenas ridículas que só com os pvt funcionam. e nem se fala ne po, se nao fosse a direcao genial do wes anderson, as criancas nao iam ter os papos infantis, mas mesmo assim ainda soarem como adultos conversando.

sao só duas crianças que nao necessariamente se amam, porque nem se conhecem, mas elas só querem fugir. e <b><i>quem nunca</i></b> foi criança e <b><i>quis fugir pra nao enfrentar a realidade da vida realmente nao vai sacar a brisa do filme</i></b>

direcao toppe roteiro toppe wes anderson é foda sua mae é piranha e seu pai é viado",,2024-07-16
2024-07-18,The Rifleman of the Voroshilov Regiment,1999,https://boxd.it/6TLtfV,2,,"é um filme que choca mas nada muito além disso, a roteiro é fraco e faz de tudo pra se alongar em 90min que já é pouca coisa. tem momentos de tensão bem construídos, mas as vezes cria uma tensão com um bagulho nada a ve. o que ele falha mesmo é em trabalhar pouco o trauma da neta, levando as coisas com a ideia de que ""só precisa do tempo pra curar""

a ação mesmo só acontece lá no fim do filme, com umas cenas massas tipo esse velho sniper atirando no ovo do cara e castrando ele no jeito rústico",,2024-07-17
2024-07-19,Nights of Cabiria,1957,https://boxd.it/6UqM6l,5,,"são vários contos da vida de cabiria, que é uma prostituta, mas que mesmo com toda barbaridade e desgraça, ainda consegue seguir em frente. os contos não tem muita relação entre si, e se nao fosse um ou outro personagem que é introduzido anteriormente, daria pra ver tranquilamente como se fosse uma antologia 

ato 1 e 2: desilusões de cabiria - nesses dois atos, cabiria é abandonada de dois jeitos diferentes: 

• nos primeiros minutos do filme, seu namorado a empurra num riacho e rouba seu dinheiro, deixando-a pra morrer. ela é salva por trabalhadores e crianças que estavam ali na área. ela passa por um breve momento de negação e aceitação que o marido realmente fez isso com ela.

• já no segundo capítulo, cabíria encontra um ricaço do cinema, onde ele briga com a esposa, e por raiva leva cabiria pra se divertirem na noite por festas e bares, até que ele a leva pra sua casa, onde ela está claramente em êxtase por conhecer e querendo se envolver com alguém que ela já conhecia do cinema, até que a esposa dele aparece, e ele troca e retoma com sua esposa ao invés dela, e ela acaba assistindo e se sentindo totalmente desprezada por estar ali no meio daquela situação.

cap 3: ver que mesmo tanta desgraça no mundo, ainda tem gente boa - esse é curtinho, ela basicamente acaba encontrando um cara muito bom no meio da noite, que da coisas pra pessoas que estão em situação de rua, e ela vai acompanhando ele ao decorrer do ato. eu acho que esse capítulo é um respiro. apesar dos paiezas, a cabiria enxerga as coisas boas e usa elas pra se motivar a ficar bem.

cap 4: mudança - a cabiria vai com as outras prostitutas e um amigo/cliente paraplegico delas pra uma procissão pedindo a cura do paraplégico. a construção é de que algo miraculoso vai acontecer a qualquer momento, e a cabiria sente isso e pede pra Nossa Senhora uma mudança de vida, mas acaba a cena e o paraplégico continua paraplégico, e a cabíria ainda se vê sendo ela mesma. ela se frustra mais uma vez e sai pra chorar

 cap 5: desejo - cabiria vai a um show de hipnose, e lá acaba revelando seus desejos a contragosto, numa fantasia pelo hipnotizador com um homem chamado ""Oscar"", ao fim do show, ela acaba realmente conhecendo um homem chamado Oscar, que se apaixona e deseja se encontrar com ela. Cabiria reluta um pouco, mas resolve ir, e após alguns encontros, ela chega e pergunta pro cara o que ele quer, e ele diz que quer se casar com ela. ela de princípio não entende, e mesmo revelando toda sua história, ele ainda persiste.

cabiria decide então se casar com ele, abandona tudo, vende sua casa e vai viver com Oscar, até que em certo momento, Oscar a leva pra uma floresta, e o filme vai entregando as reais intenções devagar. eles estão num precipício, onde cabiria percebe nos olhos do cara que ele tem a intenção de matá-la, ele não faz isso, mas rouba todo o dinheiro que ela havia conseguido, e deixa cabiria em prantos. no fim do filme, cabiria se levanta e vai andando cabisbaixa, até chegar numa banda que estava passando pela rua. ela numa melancolia implacável e caminhando por pessoas fazendo festa, até que ela começa a sorrir aos poucos, e termina o filme com uma lágrima no olho, mas com um sorriso no rosto, como se passasse a mensagem:

- tem gente que foi feita pra sofrer, mas mesmo com todas as desgraças do mundo, tem que seguir em frente, porque é a única coisa que sabem fazer bem. 


sem dúvidas um dos melhores que eu já vi na minha vida",,2024-07-18
2024-07-22,Dune,2021,https://boxd.it/6VzjYF,3,,"📍 Comunidade de Morrinhos - Aracati, CE",,2024-07-21
2024-07-27,Taken,2008,https://boxd.it/6Y6qIj,3.5,,"na essência mesmo, esse filme é ruim, com umas cenas de ação que nao empolgam, e as vezes com um orçamento que parece ser de pao com salsicha. o que carrega esse filme nas costas se chama liam neeson. é ele quem faz esse filme nao ser medíocre",,2024-07-26
2024-07-28,Deadpool & Wolverine,2024,https://boxd.it/6Yxurb,3.5,,"dr estranho no multiverso da loucura tinha uma missao simples, apresentar o multiverso com muito fan-service, era oq a glr queria ver. ele fez isso porcamente e foi zuado dms. 

esse filme sem dúvidas é o que dr estranho 2 devia ser, um filme que apresenta o multiverso DE VERDADE, com os eventos de loki certinhos e com uma pancada de fan-service divertidinhos. eu acho as cenas de drama meio exageradas, até porque tem uns momentos que são tão sérios que parece menos um filme do deadpool, mas são só alguns detalhes.

a AVT também tá meio jogada é só uma ponte de roteiro pra desenrolar a história, que no final sempre tem potencial pra destruir universo, mas nao consegue tankar uma de 23493492374 milhoes de cassandra novas do mundo.

apesar disso, eu achei um filme extremamente divertido, com umas cenas de ação massa e que dá pra rir a pampa. é igual um filme de kaiju, voce nao sai pra assistir e ver uma história, voce sai pra ver e ver kaiju enchendo o outro do porrada. esse filme promete deadpool e wolverine e entrega o que prometeu e mais um pouco. tope",,2024-07-27
2024-07-29,Die Hard,1988,https://boxd.it/6Z5wiN,4,,"cheio de deus ex machina? sim. o roteiro com uns personagens que não eram nem pra existir? sim.

a primeira meia hora desse filme é chata. toda a apresentação dos terroristas invadindo o prédio com o john mcclane sem saber muito o que fazer.

mas depois, quando o filme engata e você vai vendo a astúcia do john (muitas vezes ajudada pelo roteiro), e a habilidade dele é muito foda. o vilão é foda pra caralho, e apesar de ter uma motivação genérica, ele é uma figura intimidadora. além disso, tem o plot do Powell, amigo do John, que faz tu torcer para os dois se encontrarem em algum momento. tem uns momentos meio nada a ver? tem, igual o maluco voltando dos mortos na última cena do filme. mas não deixa de ser muito bom, e no fim das contas <b>todo mundo quer ser john mcclane: </b>mesmo todo fudido na merda com o pe cortado e baleado, vai atras de resolver as coisas pq se depender do outros voce ta fudido",,2024-07-28
